sln,car_brand,car_model,car_country,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_engine_hp,car_engine_capacity,car_age,car_price
8241,Hyundai,Sonata    ,KR,Yekaterinburg,gasoline,automatic,FWD,12619,150,2,2,2990000
8242,Toyota,RAV4    ,JP,Yekaterinburg,gasoline,automatic,4WD,93500,179,2.5,12,2500000
8243,Nissan,Qashqai    ,JP,Yekaterinburg,gasoline,manual,FWD,176648,114,1.6,12,1165000
8244,Mercedes-Benz,E-Class    ,DE,Yekaterinburg,gasoline,manual,RWD,350000,136,2.3,38,200000
8245,Toyota,Land Cruiser   ,JP,Yekaterinburg,diesel,automatic,4WD,232000,235,4.5,9,3990000
8246,Volkswagen,Passat    ,DE,Yekaterinburg,diesel,manual,FWD,265700,105,1.9,16,720000
8247,Toyota,Corolla    ,JP,Yekaterinburg,gasoline,manual,FWD,219000,97,1.4,17,799000
8248,Honda,Freed    ,JP,Yekaterinburg,gasoline,CVT,FWD,109000,118,1.5,10,1477000
8249,Toyota,Land Cruiser Prado  ,JP,Yekaterinburg,diesel,automatic,4WD,208000,173,3,14,3080000
8250,Honda,Freed    ,JP,Yekaterinburg,gasoline,CVT,FWD,92000,118,1.5,9,1479333
8251,Honda,Freed Spike   ,JP,Yekaterinburg,gasoline,CVT,FWD,84000,118,1.5,12,1370333
8252,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,automatic,FWD,204000,123,1.6,11,839000
8253,Chery,Tiggo T11   ,CN,Yekaterinburg,gasoline,CVT,FWD,194000,126,1.6,10,760000
8254,Lada,2110,RUS,Voronezh,gasoline,manual,FWD,250000,78,1.5,22,140000
8255,Renault,Laguna    ,FR,Yekaterinburg,gasoline,manual,FWD,350000,112,1.6,18,830000
8256,Volkswagen,Passat CC   ,DE,Yekaterinburg,gasoline,robot,FWD,85470,152,1.8,13,1750000
8257,Fiat,Albea    ,IT,Yekaterinburg,gasoline,manual,FWD,198000,77,1.4,14,410000
8258,Lada,2110,RUS,Voronezh,gasoline,manual,FWD,200000,89,1.6,19,260000
8259,Volkswagen,Jetta    ,DE,Yekaterinburg,gasoline,robot,FWD,138000,150,1.4,12,1160000
8260,Hyundai,Elantra    ,KR,Yekaterinburg,gasoline,automatic,FWD,126768,132,1.6,13,1230000
8261,Lada,2110,RUS,Voronezh,gasoline,manual,FWD,181000,79,1.5,21,97000
8262,Kia,Rio    ,KR,Yekaterinburg,gasoline,automatic,FWD,299652,123,1.6,11,730000
8263,BMW,X5    ,DE,Yekaterinburg,diesel,automatic,4WD,77000,265,3,4,6990000
8264,Mitsubishi,Outlander    ,JP,Yekaterinburg,gasoline,CVT,4WD,39201,146,2,7,2420000
8265,Renault,Arkana    ,FR,Yekaterinburg,gasoline,manual,4WD,68397,114,1.6,3,1849000
8266,Opel,Corsa    ,DE,Yekaterinburg,gasoline,automatic,FWD,86520,100,1.4,13,849000
8267,GAC,Trumpchi GM8   ,CN,Yekaterinburg,gasoline,automatic,FWD,46673,201,2,6,3242200
8268,Peugeot,308,FR,Yekaterinburg,gasoline,automatic,FWD,206816,120,1.6,13,554320
8269,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,31000,150,2,3,3043000
8270,Kia,Rio    ,KR,Yekaterinburg,gasoline,manual,FWD,114733,123,1.6,6,1270000
8271,Ford,Fusion    ,USA,Yekaterinburg,gasoline,manual,FWD,181366,80,1.4,16,461000
8272,Kia,Cerato    ,KR,Yekaterinburg,gasoline,automatic,FWD,41084,128,1.6,6,1853000
8273,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,240000,89,1.6,14,225000
8274,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,200000,89,1.6,14,270000
8275,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,automatic,FWD,57465,123,1.6,4,1795000
8276,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,153339,249,3.5,6,3138000
8277,Volkswagen,Polo    ,DE,Yekaterinburg,gasoline,automatic,FWD,46530,110,1.6,3,1946000
8278,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,150000,78,1.5,23,100000
8279,Daewoo,Matiz    ,KR,Yekaterinburg,gasoline,manual,FWD,63000,52,0.8,12,366000
8280,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,130000,78,1.5,23,82000
8281,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,200000,80,1.6,23,110000
8282,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,240000,91,1.5,20,99000
8283,Nissan,Qashqai    ,JP,Yekaterinburg,gasoline,CVT,FWD,180383,141,2,14,885000
8284,Hyundai,Santa Fe   ,KR,Yekaterinburg,diesel,automatic,4WD,81604,200,2.2,5,3400000
8285,Toyota,Land Cruiser Prado  ,JP,Yekaterinburg,diesel,automatic,4WD,3380,204,2.8,2,7299000
8286,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,70062,181,2.5,4,3450000
8287,Toyota,Hiace    ,JP,Yekaterinburg,gasoline,manual,RWD,40,282,3.5,2,9800000
8288,Toyota,RAV4    ,JP,Yekaterinburg,gasoline,CVT,4WD,49355,149,2,4,3850000
8289,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,99,209,2.5,1,4850000
8290,Fiat,Albea    ,IT,Yekaterinburg,gasoline,manual,FWD,174000,77,1.4,16,300000
8291,Geely,Atlas Pro   ,CN,Yekaterinburg,gasoline,automatic,4WD,8800,177,1.5,1,2684000
8292,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,automatic,FWD,66506,100,1.4,4,1569000
8293,Renault,Symbol    ,FR,Yekaterinburg,gasoline,automatic,FWD,240000,98,1.4,16,410000
8294,BMW,5-Series    ,DE,Yekaterinburg,diesel,automatic,RWD,160000,190,2,9,2630000
8295,Opel,Astra    ,DE,Yekaterinburg,gasoline,manual,FWD,253533,115,1.6,11,750000
8296,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,35000,181,2.5,4,3750000
8297,Mazda,Familia    ,JP,Yekaterinburg,gasoline,manual,FWD,364200,110,1.5,22,270000
8298,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,200000,78,1.5,25,55000
8299,BMW,3-Series    ,DE,Yekaterinburg,diesel,automatic,RWD,206354,184,2,12,1850000
8300,Audi,Q7    ,DE,Yekaterinburg,diesel,automatic,4WD,86000,249,3,5,6550000
8301,Hyundai,ix35    ,KR,Yekaterinburg,gasoline,automatic,4WD,300000,150,2,13,1400000
8302,Kia,Cerato    ,KR,Yekaterinburg,gasoline,automatic,FWD,12337,128,1.6,2,2429000
8303,Toyota,Vitz    ,JP,Yekaterinburg,gasoline,automatic,FWD,198000,86,1.3,23,415000
8304,Ford,Focus    ,USA,Yekaterinburg,gasoline,manual,FWD,174000,115,1.6,18,530000
8305,Kia,Seltos    ,KR,Yekaterinburg,gasoline,automatic,4WD,35000,121,1.6,4,2700000
8306,Haval,Jolion    ,CN,Yekaterinburg,gasoline,robot,FWD,65000,143,1.5,3,1900000
8307,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,111111,78,1.5,20,85000
8308,Skoda,Octavia    ,CZ,Yekaterinburg,gasoline,automatic,FWD,60000,150,1.4,4,2500000
8309,Daewoo,Matiz    ,KR,Yekaterinburg,gasoline,automatic,FWD,61700,51,0.8,12,410000
8310,BMW,7-Series    ,DE,Yekaterinburg,gasoline,automatic,RWD,140000,231,3,20,750000
8311,Volkswagen,Tiguan    ,DE,Yekaterinburg,gasoline,manual,4WD,167000,150,1.4,16,999500
8312,Kia,Sorento    ,KR,Yekaterinburg,diesel,automatic,FWD,84000,186,2,6,2980000
8313,Peugeot,408,FR,Yekaterinburg,gasoline,automatic,FWD,177717,120,1.6,12,679000
8314,Mazda,Mazda3    ,JP,Yekaterinburg,gasoline,automatic,FWD,40700,105,1.6,13,1550000
8315,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,350000,89,1.5,21,72000
8316,Opel,Zafira    ,DE,Yekaterinburg,gasoline,robot,FWD,326000,140,1.8,16,639000
8317,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,200000,73,1.5,25,155000
8318,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,automatic,FWD,47111,100,1.4,4,1649000
8319,Opel,Zafira    ,DE,Yekaterinburg,gasoline,automatic,FWD,275000,150,2.2,19,777777
8320,Ford,Focus    ,USA,Yekaterinburg,gasoline,manual,FWD,204241,125,1.8,17,448000
8321,Geely,Coolray    ,CN,Yekaterinburg,gasoline,robot,FWD,8878,150,1.5,1,2248000
8322,Honda,Civic    ,JP,Yekaterinburg,gasoline,automatic,FWD,142944,140,1.8,17,797000
8323,Peugeot,4007,FR,Yekaterinburg,gasoline,CVT,4WD,240000,170,2.4,16,1085000
8324,Toyota,Lite Ace Noah  ,JP,Yekaterinburg,diesel,automatic,4WD,249929,94,2.2,25,859000
8325,Hyundai,i40    ,KR,Yekaterinburg,gasoline,automatic,FWD,170000,150,2,11,1480000
8326,Hyundai,Creta    ,KR,Yekaterinburg,gasoline,manual,4WD,55000,121,1.6,7,1725000
8327,Kia,Picanto    ,KR,Yekaterinburg,gasoline,manual,FWD,102000,69,1,11,680000
8328,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,130000,89,1.6,14,200000
8329,Suzuki,Swift    ,JP,Yekaterinburg,gasoline,CVT,4WD,115000,91,1.2,6,1250000
8330,Nissan,Qashqai    ,JP,Yekaterinburg,gasoline,CVT,4WD,39000,144,2,4,2441000
8331,BMW,X1    ,DE,Yekaterinburg,diesel,automatic,4WD,41000,150,2,7,3460000
8332,Infiniti,FX37    ,JP,Yekaterinburg,gasoline,automatic,4WD,195000,333,3.7,12,1950000
8333,Peugeot,308,FR,Yekaterinburg,gasoline,automatic,FWD,246000,120,1.6,14,540000
8334,BMW,3-Series    ,DE,Yekaterinburg,gasoline,manual,RWD,300000,150,2,29,230000
8335,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,264208,73,1.5,23,149650
8336,Ford,Focus    ,USA,Yekaterinburg,gasoline,automatic,FWD,164000,110,2,22,299000
8337,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,manual,FWD,112000,123,1.6,5,1255600
8338,Kia,Ceed    ,KR,Yekaterinburg,gasoline,manual,FWD,238153,122,1.6,17,650000
8339,Lexus,GS300    ,JP,Yekaterinburg,gasoline,automatic,RWD,300000,222,3,24,870000
8340,Renault,Sandero    ,FR,Yekaterinburg,gasoline,manual,FWD,145000,102,1.6,10,701000
8341,Lada,2110,RUS,Yekaterinburg,gasoline,manual,FWD,180000,70,1.5,26,40000
8342,Mitsubishi,Eclipse Cross   ,JP,Yekaterinburg,gasoline,automatic,FWD,27,150,1.5,2,3349000
8343,Renault,Logan Stepway   ,FR,Yekaterinburg,gasoline,automatic,FWD,26029,102,1.6,4,1399000
8344,Kia,Rio X (X-Line)  ,KR,Yekaterinburg,gasoline,manual,FWD,110000,100,1.4,6,1159000
8345,Skoda,Rapid    ,CZ,Yekaterinburg,gasoline,automatic,FWD,72300,110,1.6,6,1434000
8346,Toyota,Avensis    ,JP,Yekaterinburg,gasoline,automatic,FWD,230000,129,1.8,16,1100000
8347,Citroen,C3 Picasso   ,FR,Yekaterinburg,gasoline,manual,FWD,181000,95,1.4,11,600000
8348,Ford,Focus    ,USA,Yekaterinburg,gasoline,automatic,FWD,187000,145,2,14,670000
8349,Renault,Logan    ,FR,Yekaterinburg,gasoline,manual,FWD,197000,84,1.6,14,439900
8350,Geely,MK Cross   ,CN,Yekaterinburg,gasoline,manual,FWD,146000,94,1.5,12,340000
8351,Lada,2110,RUS,Kazan,gasoline,manual,FWD,180000,78,1.5,22,190000
8352,Mitsubishi,Pajero    ,JP,Yekaterinburg,gasoline,automatic,4WD,495604,181,3,17,1450000
8353,Audi,S5    ,DE,Yekaterinburg,gasoline,automatic,4WD,204000,354,4.2,15,1350000
8354,Toyota,Corolla    ,JP,Yekaterinburg,gasoline,automatic,FWD,500000,100,1.5,26,300000
8355,Skoda,Rapid    ,CZ,Yekaterinburg,gasoline,manual,FWD,150000,90,1.6,5,1399000
8356,Kia,Sportage    ,KR,Yekaterinburg,gasoline,manual,FWD,79000,150,2,6,1899999
8357,Toyota,Land Cruiser Prado  ,JP,Yekaterinburg,diesel,automatic,4WD,103000,177,2.8,5,5970000
8358,Mercedes-Benz,GLE Coupe   ,DE,Yekaterinburg,diesel,automatic,4WD,88000,249,2.9,4,9500000
8359,Hyundai,Sonata    ,KR,Yekaterinburg,gasoline,automatic,FWD,104700,188,2.4,7,1936000
8360,Skoda,Kodiaq    ,CZ,Yekaterinburg,gasoline,robot,4WD,117000,180,2,5,2990000
8361,Toyota,WiLL Cypha   ,JP,Yekaterinburg,gasoline,automatic,FWD,162000,87,1.3,20,580000
8362,Volkswagen,Golf    ,DE,Yekaterinburg,gasoline,robot,FWD,233000,140,1.4,11,1490000
8363,Haval,F7x    ,CN,Yekaterinburg,gasoline,robot,4WD,88659,190,2,4,2179999
8364,Mercedes-Benz,G-Class    ,DE,Yekaterinburg,diesel,automatic,4WD,29000,249,2.9,3,15999000
8365,Nissan,Tiida    ,JP,Yekaterinburg,gasoline,automatic,FWD,187000,110,1.6,13,800000
8366,Hyundai,Equus    ,KR,Yekaterinburg,gasoline,automatic,RWD,92500,334,3.8,9,2290000
8367,Toyota,RAV4    ,JP,Yekaterinburg,diesel,automatic,4WD,190000,150,2.2,11,2150000
8368,Chevrolet,Tahoe    ,USA,Yekaterinburg,gasoline,automatic,4WD,240000,324,5.3,16,1670999
8369,Renault,Arkana    ,FR,Yekaterinburg,gasoline,automatic,4WD,63841,150,1.4,3,2169000
8370,Skoda,Fabia    ,CZ,Yekaterinburg,gasoline,manual,FWD,158000,70,1.2,12,709900
8371,Hyundai,ix35    ,KR,Yekaterinburg,gasoline,automatic,4WD,182000,150,2,13,1495000
8372,Hyundai,i30    ,KR,Yekaterinburg,gasoline,manual,FWD,249000,109,1.4,15,739900
8373,Honda,N-BOX    ,JP,Yekaterinburg,gasoline,CVT,FWD,123000,58,0.7,10,800000
8374,Audi,Q7    ,DE,Yekaterinburg,diesel,automatic,4WD,200286,245,3,10,2390999
8375,Lada,2110,RUS,Kazan,gasoline,manual,FWD,270000,78,1.5,21,100000
8376,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,automatic,FWD,34621,100,1.4,4,1603999
8377,Mercedes-Benz,C-Class    ,DE,Yekaterinburg,gasoline,automatic,RWD,202000,156,1.6,11,1870000
8378,Daewoo,Nexia    ,KR,Yekaterinburg,gasoline,manual,FWD,125000,80,1.5,13,249000
8379,Lada,2110,RUS,Kazan,gasoline,manual,FWD,256000,89,1.6,19,185000
8380,Mercedes-Benz,GL-Class    ,DE,Yekaterinburg,diesel,automatic,4WD,161000,249,3,9,3450000
8381,Lada,2110,RUS,Kazan,gasoline,manual,FWD,167000,89,1.6,11,375000
8382,Volkswagen,Polo    ,DE,Yekaterinburg,gasoline,manual,FWD,260000,105,1.6,13,800000
8383,Dodge,Caliber    ,USA,Yekaterinburg,gasoline,manual,FWD,346505,150,1.8,17,495000
8384,Chevrolet,Lacetti    ,USA,Yekaterinburg,gasoline,manual,FWD,150600,95,1.4,12,549000
8385,Opel,Omega    ,DE,Yekaterinburg,gasoline,manual,RWD,360000,170,2.5,29,160000
8386,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,200000,71,1.5,24,220000
8387,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,manual,FWD,310000,123,1.6,13,750000
8388,Toyota,RAV4    ,JP,Yekaterinburg,diesel,automatic,4WD,182000,150,2.2,11,2000000
8389,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,manual,FWD,200000,123,1.6,12,1200000
8390,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,265000,77,1.5,24,85000
8391,Chevrolet,Cruze    ,USA,Yekaterinburg,gasoline,automatic,FWD,85000,153,1.4,8,1300000
8392,Volkswagen,Transporter    ,DE,Yekaterinburg,diesel,manual,RWD,237000,50,1.6,37,189000
8393,Renault,Trafic    ,FR,Yekaterinburg,diesel,manual,RWD,193000,100,2.1,33,185000
8394,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,128480,80,1.6,27,90000
8395,Opel,Vectra    ,DE,Yekaterinburg,gasoline,manual,FWD,152000,100,1.6,23,90000
8396,Suzuki,Grand Vitara   ,JP,Yekaterinburg,gasoline,manual,4WD,99990,140,2,17,1400000
8397,Mitsubishi,Galant    ,JP,Yekaterinburg,gasoline,manual,FWD,398734,109,2,35,130000
8398,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,285000,80,1.6,19,260000
8399,BMW,X5    ,DE,Yekaterinburg,gasoline,automatic,4WD,17000,625,4.4,4,12000000
8400,Volvo,S60    ,SE,Yekaterinburg,gasoline,automatic,FWD,176500,249,2.5,12,1680000
8401,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,142000,91,1.5,21,185000
8402,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,205000,181,2.5,12,1720000
8403,Citroen,C4    ,FR,Yekaterinburg,gasoline,manual,FWD,180000,120,1.6,13,470000
8404,Volkswagen,Touareg    ,DE,Yekaterinburg,diesel,automatic,4WD,190000,245,3,11,3049000
8405,Mercedes-Benz,GLS-Class    ,DE,Yekaterinburg,diesel,automatic,4WD,116000,249,3,6,5550000
8406,Vortex,Estina    ,USA,Yekaterinburg,gasoline,manual,FWD,118200,109,1.5,11,469900
8407,Mercedes-Benz,CLA-Class    ,DE,Yekaterinburg,gasoline,robot,FWD,118000,150,1.6,8,1905000
8408,Chery,Kimo A1   ,CN,Yekaterinburg,gasoline,manual,FWD,94000,83,1.3,13,389900
8409,Geely,Emgrand EC7   ,CN,Yekaterinburg,gasoline,manual,FWD,208000,126,1.8,11,499500
8410,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,220000,78,1.5,23,152000
8411,Skoda,Fabia    ,CZ,Yekaterinburg,gasoline,manual,FWD,93000,70,1.2,13,550000
8412,Toyota,RAV4    ,JP,Yekaterinburg,gasoline,CVT,4WD,93000,146,2,5,3100000
8413,Nissan,Qashqai+2    ,JP,Yekaterinburg,gasoline,manual,FWD,157928,114,1.6,14,925000
8414,Chevrolet,Lacetti    ,USA,Yekaterinburg,gasoline,automatic,FWD,135645,109,1.6,14,664000
8415,Hyundai,Creta    ,KR,Yekaterinburg,gasoline,automatic,FWD,47876,123,1.6,6,1879000
8416,Chevrolet,Cruze    ,USA,Yekaterinburg,gasoline,automatic,FWD,260000,141,1.8,12,650000
8417,Renault,Kaptur    ,FR,Yekaterinburg,gasoline,CVT,FWD,103000,114,1.6,5,1570000
8418,Chevrolet,Lacetti    ,USA,Yekaterinburg,gasoline,manual,FWD,260000,109,1.6,13,615000
8419,Nissan,President    ,JP,Yekaterinburg,gasoline,automatic,RWD,210000,280,4.5,17,1750000
8420,Mazda,CX-3    ,JP,Yekaterinburg,diesel,automatic,4WD,33000,105,1.5,9,1760000
8421,Lada,2110,RUS,Krasnodar,gasoline,manual,FWD,220000,79,1.5,22,200000
8422,Opel,Astra    ,DE,Yekaterinburg,gasoline,automatic,FWD,200000,125,1.8,23,380000
8423,Audi,A6    ,DE,Yekaterinburg,gasoline,automatic,FWD,278000,165,2.4,27,550000
8424,Opel,Astra    ,DE,Yekaterinburg,gasoline,automatic,FWD,295000,140,1.8,17,650000
8425,BMW,5-Series    ,DE,Yekaterinburg,gasoline,automatic,RWD,280000,218,2.5,18,900000
8426,Renault,Duster    ,FR,Yekaterinburg,gasoline,manual,FWD,29990,114,1.6,3,1660522
8427,Hyundai,Grand Starex   ,KR,Yekaterinburg,diesel,automatic,RWD,271000,174,2.5,16,1239000
8428,Kia,Rio    ,KR,Yekaterinburg,gasoline,automatic,FWD,72744,123,1.6,5,1780000
8429,Nissan,Qashqai    ,JP,Yekaterinburg,gasoline,manual,FWD,235000,114,1.6,13,1090000
8430,Renault,Logan    ,FR,Yekaterinburg,gasoline,manual,FWD,157557,102,1.6,7,699000
8431,Geely,Monjaro    ,CN,Yekaterinburg,gasoline,automatic,4WD,15,238,2,1,3699000
8432,Renault,Logan    ,FR,Yekaterinburg,gasoline,automatic,FWD,88629,102,1.6,5,899000
8433,Kia,Rio    ,KR,Yekaterinburg,gasoline,manual,FWD,313200,97,1.5,20,270000
8434,Toyota,Land Cruiser Prado  ,JP,Yekaterinburg,diesel,automatic,4WD,79000,177,2.8,4,5850000
8435,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,500000,73,1.5,22,85000
8436,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,184006,181,2.5,8,2299000
8437,Toyota,Camry    ,JP,Yekaterinburg,gasoline,automatic,FWD,184006,181,2.5,8,2299000
8438,BMW,1-Series    ,DE,Yekaterinburg,gasoline,automatic,RWD,117466,136,1.6,10,1599000
8439,Ford,C-MAX    ,USA,Yekaterinburg,gasoline,manual,FWD,177964,125,1.8,16,799000
8440,Ford,Focus    ,USA,Yekaterinburg,gasoline,automatic,FWD,184714,100,1.6,13,849000
8441,BMW,3-Series    ,DE,Yekaterinburg,diesel,automatic,4WD,160410,184,2,11,2150000
8442,Mercedes-Benz,E-Class    ,DE,Yekaterinburg,gasoline,automatic,RWD,250000,163,1.8,19,850000
8443,Kia,Optima    ,KR,Yekaterinburg,gasoline,automatic,FWD,100000,150,2,4,2150000
8444,Hyundai,Accent    ,KR,Yekaterinburg,gasoline,automatic,FWD,188798,102,1.5,21,380000
8445,Hyundai,ix35    ,KR,Yekaterinburg,gasoline,automatic,4WD,191000,150,2,12,1285000
8446,Volkswagen,Polo    ,DE,Yekaterinburg,gasoline,automatic,FWD,16500,110,1.6,4,1479999
8447,Land Rover,Rover Discovery Sport  ,UK,Yekaterinburg,diesel,automatic,4WD,150000,180,2,8,2155999
8448,Opel,Insignia    ,DE,Yekaterinburg,gasoline,automatic,FWD,183000,220,2,16,805000
8449,Skoda,Octavia    ,CZ,Yekaterinburg,gasoline,robot,FWD,202200,140,1.4,11,955999
8450,Mercedes-Benz,B-Class    ,DE,Yekaterinburg,gasoline,robot,FWD,153000,156,1.6,12,1320000
8451,BMW,X1    ,DE,Yekaterinburg,diesel,automatic,4WD,159000,177,2,14,1190999
8452,Volkswagen,Tiguan    ,DE,Yekaterinburg,gasoline,robot,4WD,23000,180,2,3,3379999
8453,Audi,Q5    ,DE,Yekaterinburg,diesel,robot,4WD,168000,177,2,10,1815999
8454,Mercedes-Benz,GLE Coupe   ,DE,Yekaterinburg,diesel,automatic,4WD,158000,249,3,9,4175000
8455,Audi,A4    ,DE,Yekaterinburg,gasoline,robot,FWD,120300,150,1.4,8,2045999
8456,Audi,Q3    ,DE,Yekaterinburg,gasoline,robot,FWD,110804,150,1.4,9,1815999
8457,Mercedes-Benz,M-Class    ,DE,Yekaterinburg,gasoline,automatic,4WD,440000,218,3.2,25,600000
8458,Honda,CR-V    ,JP,Yekaterinburg,gasoline,automatic,4WD,323000,166,2.4,16,1250000
8459,Nissan,Juke    ,JP,Yekaterinburg,gasoline,manual,FWD,217000,117,1.6,13,1050000
8460,Daewoo,Nexia    ,KR,Yekaterinburg,gasoline,manual,FWD,200000,75,1.5,24,125000
8461,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,140000,89,1.6,18,150000
8462,Honda,Civic    ,JP,Yekaterinburg,gasoline,robot,FWD,199200,140,1.8,16,680000
8463,Skoda,Octavia    ,CZ,Yekaterinburg,gasoline,manual,FWD,179500,102,1.6,15,950000
8464,Ford,Focus    ,USA,Yekaterinburg,gasoline,automatic,FWD,269000,100,1.6,17,319000
8465,Porsche,Cayenne    ,DE,Yekaterinburg,diesel,automatic,4WD,93000,245,3,10,3300000
8466,BMW,X5    ,DE,Yekaterinburg,gasoline,automatic,4WD,103000,320,4.4,18,1900000
8467,BMW,X5    ,DE,Yekaterinburg,diesel,automatic,4WD,275790,286,3,15,1950000
8468,Volkswagen,Passat    ,DE,Yekaterinburg,gasoline,manual,FWD,162392,150,2,19,600000
8469,Hyundai,Solaris    ,KR,Yekaterinburg,gasoline,manual,FWD,76000,100,1.4,5,1199000
8470,Chevrolet,Cruze    ,USA,Yekaterinburg,gasoline,automatic,FWD,140000,109,1.6,10,900000
8471,Mazda,Mazda6    ,JP,Yekaterinburg,gasoline,automatic,FWD,133000,150,2,12,1840000
8472,Ford,Focus    ,USA,Yekaterinburg,gasoline,robot,FWD,154488,150,2,12,1099680
8473,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,1,70,1.5,25,75000
8474,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,180000,70,1.5,25,80000
8475,Audi,A3    ,DE,Yekaterinburg,gasoline,robot,FWD,158000,125,1.4,8,1730000
8476,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,180000,80,1.6,18,190000
8477,Hyundai,Creta    ,KR,Yekaterinburg,gasoline,automatic,FWD,48500,149,2,4,2370000
8478,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,200,81,1.6,19,180000
8479,Chery,Explore 06   ,CN,Yekaterinburg,gasoline,robot,4WD,48,197,1.6,1,2790000
8480,Lada,2110,RUS,Makhachkala,gasoline,manual,FWD,310000,91,1.5,19,290000
8481,Lexus,ES250    ,JP,Yekaterinburg,gasoline,automatic,FWD,46427,200,2.5,3,5190000
8482,Toyota,Passo    ,JP,Yekaterinburg,gasoline,CVT,FWD,57000,69,1,6,1079000
8483,Lada,2110,RUS,Moscow,gasoline,manual,FWD,65000,70,1.5,26,49000
8484,Hyundai,Santa Fe   ,KR,Yekaterinburg,gasoline,automatic,FWD,107637,180,2.4,3,3249000
8485,Audi,A6 allroad quattro  ,DE,Yekaterinburg,gasoline,automatic,4WD,120000,290,3,16,1500000
8486,Toyota,Avensis    ,JP,Yekaterinburg,gasoline,automatic,FWD,252000,147,2,17,1080000
8487,Hyundai,Elantra    ,KR,Yekaterinburg,gasoline,manual,FWD,300000,105,1.6,19,350000
8488,Suzuki,Swift    ,JP,Yekaterinburg,gasoline,automatic,FWD,90000,102,1,7,1523000
8489,BMW,7-Series    ,DE,Yekaterinburg,gasoline,automatic,4WD,225500,407,4.4,14,1530000
8490,Chevrolet,Lacetti    ,USA,Yekaterinburg,gasoline,manual,FWD,422000,95,1.4,17,335000
8491,BMW,5-Series    ,DE,Yekaterinburg,gasoline,automatic,RWD,286000,218,2.5,16,1250000
8492,Renault,Logan    ,FR,Yekaterinburg,gasoline,manual,FWD,272000,75,1.4,18,175000
8493,Volkswagen,Touareg    ,DE,Yekaterinburg,gasoline,automatic,4WD,360000,241,3.2,20,990000
8494,Chevrolet,Lacetti    ,USA,Yekaterinburg,gasoline,manual,FWD,240000,109,1.6,16,379300
8495,Haval,F7    ,CN,Yekaterinburg,gasoline,robot,FWD,73500,190,2,5,2099000
8496,BMW,X5    ,DE,Yekaterinburg,gasoline,automatic,4WD,100000,306,3,10,3479000
8497,Mitsubishi,Outlander    ,JP,Yekaterinburg,gasoline,CVT,FWD,37000,146,2,4,2499000
8498,Kia,Stinger    ,KR,Yekaterinburg,gasoline,automatic,RWD,146721,197,2,6,2599850
8499,Ford,Focus    ,USA,Yekaterinburg,gasoline,manual,FWD,200000,115,1.8,24,185000
8500,Lada,2110,RUS,Moscow,gasoline,manual,FWD,80454,91,1.5,20,120000
8501,Kia,Rio    ,KR,Yekaterinburg,gasoline,manual,FWD,132684,107,1.4,7,1099000
8502,Lada,2110,RUS,Moscow,gasoline,manual,FWD,600000,89,1.6,22,70000
8503,Nissan,X-Trail    ,JP,Yekaterinburg,gasoline,CVT,4WD,124000,147,2,10,1839000
