sln,car_brand,car_model,car_country,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_engine_hp,car_engine_capacity,car_age,car_price
16326,Nissan,Quest    ,JP,Makhachkala,gasoline,automatic,FWD,230000,260,3.5,7,2350000
16327,Lada,4x4 Урбан   ,RUS,Makhachkala,gasoline,manual,4WD,98700,83,1.7,4,870000
16328,Lada,4x4 Урбан   ,RUS,Makhachkala,gasoline,manual,4WD,6000,83,1.7,3,1135000
16329,Volkswagen,Polo    ,DE,Makhachkala,gasoline,automatic,FWD,215000,110,1.6,6,1100000
16330,Kia,Optima    ,KR,Makhachkala,gasoline,automatic,FWD,86000,200,2.4,11,1200000
16331,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,159000,99,1.4,6,1229000
16332,Mercedes-Benz,M-Class    ,DE,Makhachkala,gasoline,automatic,4WD,197000,306,3.5,12,2150000
16333,Lada,4x4 Урбан   ,RUS,Moscow,gasoline,manual,4WD,20434,83,1.7,5,850000
16334,Lada,4x4 Урбан   ,RUS,Moscow,gasoline,manual,4WD,90000,83,1.7,6,655000
16335,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,RWD,234000,192,1.8,19,999999
16336,Mercedes-Benz,C-Class    ,DE,Makhachkala,gasoline,automatic,RWD,367000,122,1.8,26,250000
16337,Lada,4x4 Урбан   ,RUS,Moscow,gasoline,manual,4WD,33000,83,1.7,4,978000
16338,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,25816,123,1.6,2,2270000
16339,BYD,F3    ,CN,Makhachkala,gasoline,automatic,FWD,145000,68,1,16,375000
16340,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,165556,123,1.6,6,1550000
16341,Lada,4x4 Урбан   ,RUS,Moscow,gasoline,manual,4WD,24997,83,1.7,4,979000
16342,Lada,4x4 Урбан   ,RUS,Moscow,gasoline,manual,4WD,75183,83,1.7,4,895000
16343,Ford,Mondeo    ,USA,Makhachkala,gasoline,automatic,FWD,181405,161,2.3,16,1100000
16344,Opel,Astra    ,DE,Makhachkala,gasoline,manual,FWD,234000,90,1.4,16,445000
16345,Lada,4x4 Урбан   ,RUS,Nizhny Novgorod,gasoline,manual,4WD,34775,83,1.7,5,939000
16346,Lexus,IS250    ,JP,Makhachkala,gasoline,automatic,RWD,295000,208,2.5,17,1350000
16347,Ford,Mustang    ,USA,Makhachkala,gasoline,automatic,RWD,87000,310,2.3,7,2650000
16348,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,170000,123,1.6,3,1600000
16349,Ford,Focus    ,USA,Makhachkala,gasoline,manual,FWD,291000,100,1.6,15,590000
16350,Toyota,Camry    ,JP,Makhachkala,gasoline,automatic,FWD,5000,298,3.5,1,3800000
16351,Lada,4x4 Урбан   ,RUS,Nizhny Novgorod,gasoline,manual,4WD,90000,83,1.7,7,635000
16352,Lada,4x4 Урбан   ,RUS,Omsk,gasoline,manual,4WD,32001,83,1.7,5,849990
16353,Cadillac,Escalade    ,USA,Makhachkala,gasoline,automatic,4WD,153000,409,6.2,11,3400000
16354,Toyota,Land Cruiser Prado  ,JP,Makhachkala,gasoline,automatic,4WD,114000,249,4,6,6350000
16355,Lada,4x4 Урбан   ,RUS,Omsk,gasoline,manual,4WD,98000,83,1.7,8,549000
16356,Lada,4x4 Урбан   ,RUS,Omsk,gasoline,manual,4WD,115000,83,1.7,9,660000
16357,Toyota,Voxy    ,JP,Makhachkala,gasoline,CVT,4WD,72000,152,2,5,2650000
16358,Volkswagen,Polo    ,DE,Makhachkala,gasoline,manual,FWD,180000,105,1.6,12,830000
16359,Lada,4x4 Урбан   ,RUS,Rostov-on-Don,gasoline,manual,4WD,80000,83,1.7,6,770000
16360,Lada,4x4 Урбан   ,RUS,Rostov-on-Don,gasoline,manual,4WD,41000,83,1.7,6,890000
16361,Lada,4x4 Урбан   ,RUS,Samara,gasoline,manual,4WD,71175,83,1.7,6,787900
16362,BMW,5-Series    ,DE,Makhachkala,gasoline,automatic,RWD,24000,252,2,2,6700000
16363,Mazda,Mazda3    ,JP,Makhachkala,gasoline,automatic,FWD,280000,105,1.6,15,910000
16364,Lada,4x4 Урбан   ,RUS,Samara,gasoline,manual,4WD,93000,83,1.7,5,700000
16365,Lada,4x4 Урбан   ,RUS,Samara,gasoline,manual,4WD,85000,83,1.7,7,749000
16366,Mazda,CX-7    ,JP,Makhachkala,gasoline,automatic,4WD,107000,238,2.3,14,1100000
16367,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,260000,123,1.6,6,1000000
16368,Lada,4x4 Урбан   ,RUS,Surgut,gasoline,manual,4WD,21595,83,1.7,5,869000
16369,BMW,X5    ,DE,Makhachkala,diesel,automatic,4WD,27000,340,3,2,12800000
16370,Lada,4x4 Урбан   ,RUS,Surgut,gasoline,manual,4WD,270724,83,1.7,6,499800
16371,Lada,4x4 Урбан   ,RUS,Surgut,gasoline,manual,4WD,233147,83,1.7,6,550000
16372,Lada,4x4 Урбан   ,RUS,Surgut,gasoline,manual,4WD,55000,83,1.7,7,800000
16373,Hyundai,Creta    ,KR,Makhachkala,gasoline,automatic,4WD,53000,149,2,7,1999000
16374,Lada,4x4 Урбан   ,RUS,Surgut,gasoline,manual,4WD,22000,83,1.7,3,900000
16375,Hyundai,Sonata    ,KR,Makhachkala,gasoline,manual,FWD,242000,137,2,16,500000
16376,Kia,Optima    ,KR,Makhachkala,gasoline,automatic,FWD,359000,150,2,5,1650000
16377,Chevrolet,Tahoe    ,USA,Makhachkala,gasoline,automatic,4WD,250000,298,5.3,24,750000
16378,Kia,Sportage    ,KR,Makhachkala,gasoline,automatic,4WD,165000,150,2,8,2150000
16379,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,RWD,451952,150,2.2,30,350000
16380,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,15123,123,1.6,3,2330000
16381,Hyundai,Sonata    ,KR,Makhachkala,gasoline,automatic,FWD,140000,277,2,14,1550000
16382,Lada,4x4 Урбан   ,RUS,Ufa,gasoline,manual,4WD,60001,83,1.7,5,875990
16383,Lada,4x4 Урбан   ,RUS,Ufa,gasoline,manual,4WD,88000,83,1.7,5,720000
16384,Lada,4x4 Урбан   ,RUS,Ufa,gasoline,manual,4WD,92000,83,1.7,4,750000
16385,Lada,4x4 Урбан   ,RUS,Yakutsk,gasoline,manual,4WD,53000,83,1.7,3,1300000
16386,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,95000,106,1.6,5,1100000
16387,Kia,Optima    ,KR,Makhachkala,gasoline,automatic,FWD,40000,188,2.4,8,1699999
16388,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,198767,122,1.8,6,978900
16389,Kia,Optima    ,KR,Makhachkala,gasoline,automatic,FWD,417000,150,2,6,1550000
16390,Chevrolet,Niva    ,USA,Makhachkala,gasoline,manual,4WD,49000,80,1.7,6,825000
16391,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,154650,106,1.6,5,919900
16392,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,110000,123,1.6,3,1680000
16393,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,107579,106,1.6,5,1150000
16394,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,46400,106,1.6,4,1290000
16395,Lada,Vesta    ,RUS,Astrakhan,gasoline,robot,FWD,148000,106,1.6,6,950000
16396,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,264000,100,1.4,4,1300000
16397,Mercedes-Benz,GLA-Class    ,DE,Makhachkala,diesel,robot,4WD,214000,136,2.1,9,1990000
16398,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,76001,106,1.6,4,1455000
16399,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,105000,106,1.6,5,1095000
16400,Toyota,Ipsum    ,JP,Makhachkala,gasoline,automatic,FWD,200000,160,2.4,20,1150000
16401,BMW,6-Series    ,DE,Makhachkala,gasoline,automatic,4WD,150000,320,3,11,3350000
16402,Nissan,Almera Classic   ,JP,Makhachkala,gasoline,manual,FWD,270000,107,1.6,18,370000
16403,Volkswagen,Passat CC   ,DE,Makhachkala,gasoline,robot,FWD,122000,152,1.8,12,1350000
16404,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,5201,106,1.6,1,1499000
16405,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,5222,106,1.6,1,1820000
16406,Lada,Vesta    ,RUS,Astrakhan,gasoline,manual,FWD,129000,106,1.6,5,899000
16407,Lada,Vesta    ,RUS,Barnaul,gasoline,manual,FWD,117200,106,1.6,6,949000
16408,Volkswagen,Passat    ,DE,Makhachkala,gasoline,automatic,FWD,254000,200,2,16,890000
16409,Lexus,GX470    ,JP,Makhachkala,gasoline,automatic,4WD,233000,263,4.7,18,2490000
16410,Lada,Vesta    ,RUS,Barnaul,gasoline,CVT,FWD,91000,113,1.6,4,1220000
16411,Toyota,Camry    ,JP,Makhachkala,gasoline,automatic,FWD,145000,181,2.5,6,3000000
16412,Ford,Mondeo    ,USA,Makhachkala,gasoline,manual,FWD,210000,145,2,11,800000
16413,Lada,Vesta    ,RUS,Barnaul,gasoline,manual,FWD,120000,106,1.6,8,900000
16414,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,59563,106,1.6,4,1249000
16415,BMW,3-Series    ,DE,Makhachkala,gasoline,manual,RWD,490000,116,1.8,22,570000
16416,Hyundai,Elantra    ,KR,Makhachkala,gasoline,automatic,FWD,156000,150,1.8,13,920000
16417,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,16081,106,1.6,3,1335000
16418,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,97298,106,1.6,7,909070
16419,Opel,Vectra    ,DE,Makhachkala,gasoline,robot,FWD,269000,140,1.8,17,550000
16420,Mitsubishi,Lancer    ,JP,Makhachkala,gasoline,manual,FWD,325,135,2,19,465000
16421,Toyota,Corolla    ,JP,Makhachkala,gasoline,CVT,FWD,22000,140,1.8,5,1980000
16422,Hyundai,Solaris    ,KR,Makhachkala,gasoline,automatic,FWD,35000,123,1.6,3,1850000
16423,Volkswagen,Jetta    ,DE,Makhachkala,gasoline,automatic,FWD,168000,105,1.6,12,1140000
16424,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,109000,122,1.8,7,920000
16425,Mercedes-Benz,CLS-Class    ,DE,Makhachkala,diesel,automatic,4WD,106000,249,3,8,3500000
16426,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,96502,106,1.6,8,879900
16427,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,RWD,320000,224,3.2,20,1100000
16428,Chevrolet,Niva    ,USA,Makhachkala,gasoline,manual,4WD,207000,80,1.7,11,560000
16429,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,11743,106,1.6,7,1035000
16430,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,60907,106,1.6,7,1079000
16431,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,15012,90,1.6,1,1300000
16432,Toyota,Alphard    ,JP,Makhachkala,gasoline,CVT,4WD,140000,170,2.4,14,2557000
16433,Lexus,RX450h    ,JP,Makhachkala,hybrid,CVT,4WD,272000,249,3.5,15,2300000
16434,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,39518,106,1.6,5,1355000
16435,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,4WD,269566,231,3,17,1100000
16436,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,113363,106,1.6,7,819000
16437,Toyota,Camry    ,JP,Makhachkala,gasoline,automatic,FWD,37000,200,2.5,3,4300000
16438,Lexus,GS430    ,JP,Makhachkala,gasoline,automatic,RWD,238000,283,4.3,17,1550000
16439,BMW,3-Series    ,DE,Makhachkala,gasoline,automatic,RWD,230000,136,1.6,10,1550000
16440,Hyundai,Elantra    ,KR,Makhachkala,gasoline,automatic,FWD,285000,139,2,22,360000
16441,Audi,A6    ,DE,Makhachkala,gasoline,manual,FWD,300000,125,1.8,27,350000
16442,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,46790,106,1.6,4,1240000
16443,Hyundai,Creta    ,KR,Makhachkala,gasoline,automatic,FWD,34000,149,2,3,2440000
16444,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,67000,106,1.6,6,1150000
16445,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,85007,113,1.6,5,1230000
16446,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,63935,122,1.8,6,1059090
16447,Datsun,on-DO    ,JP,Makhachkala,gasoline,manual,FWD,147000,87,1.6,9,550000
16448,Toyota,Land Cruiser Prado  ,JP,Makhachkala,gasoline,automatic,4WD,350000,249,4,16,2550000
16449,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,73240,113,1.6,3,1379000
16450,Volkswagen,Passat    ,DE,Makhachkala,gasoline,manual,FWD,400,115,2,23,410000
16451,Lexus,GS350    ,JP,Makhachkala,gasoline,automatic,4WD,92000,317,3.5,10,3000000
16452,Audi,A4    ,DE,Makhachkala,gasoline,manual,4WD,285000,190,2.8,24,390000
16453,Nissan,Elgrand    ,JP,Makhachkala,gasoline,automatic,4WD,207000,240,3.5,18,1500000
16454,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,110000,106,1.6,4,1068000
16455,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,66023,106,1.6,4,1160000
16456,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,91514,106,1.6,7,858080
16457,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,152483,106,1.6,8,855000
16458,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,92452,113,1.6,3,1399000
16459,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,74000,123,1.6,3,2070000
16460,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,RWD,275000,224,3.2,25,930000
16461,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,198,106,1.6,1,1649000
16462,Volkswagen,Polo    ,DE,Makhachkala,gasoline,automatic,FWD,225000,110,1.6,6,1250000
16463,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,90000,106,1.6,5,1050000
16464,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,91837,106,1.6,5,1124000
16465,Kia,K5    ,KR,Makhachkala,gasoline,automatic,FWD,38000,150,2,3,2950000
16466,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,41830,113,1.6,3,1189000
16467,Kia,Cerato    ,KR,Makhachkala,gasoline,manual,FWD,113000,126,1.6,12,950000
16468,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,119249,106,1.6,6,1085000
16469,BMW,X7    ,DE,Makhachkala,diesel,automatic,4WD,90000,400,3,4,8900000
16470,Hyundai,Solaris    ,KR,Makhachkala,gasoline,automatic,FWD,130000,123,1.6,2,1720000
16471,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,86762,106,1.6,6,957000
16472,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,10647,106,1.6,1,1499000
16473,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,131546,113,1.6,4,1295000
16474,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,150188,122,1.8,6,1290000
16475,BMW,5-Series    ,DE,Makhachkala,gasoline,automatic,RWD,307000,218,2.5,16,1200000
16476,Lexus,LX570    ,JP,Makhachkala,gasoline,automatic,4WD,260000,367,5.7,12,4800000
16477,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,63280,106,1.6,5,1274000
16478,Kia,Magentis    ,KR,Makhachkala,gasoline,manual,FWD,185000,169,2.5,23,333000
16479,Skoda,Rapid    ,CZ,Makhachkala,gasoline,manual,FWD,128000,90,1.6,3,1420000
16480,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,48128,106,1.6,3,1280000
16481,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,175429,106,1.6,7,776000
16482,Honda,Elysion    ,JP,Makhachkala,gasoline,automatic,FWD,175,160,2.4,13,1200000
16483,Subaru,Outback    ,JP,Makhachkala,gasoline,CVT,4WD,240000,170,2.5,14,840000
16484,Skoda,Rapid    ,CZ,Makhachkala,gasoline,automatic,FWD,65000,110,1.6,3,1690000
16485,Lifan,Solano    ,CN,Makhachkala,gasoline,manual,FWD,120000,106,1.6,11,355000
16486,Hyundai,Grand Starex   ,KR,Makhachkala,diesel,automatic,RWD,250000,145,2.5,15,2000000
16487,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,4WD,170000,333,3,10,2200000
16488,BMW,X5    ,DE,Makhachkala,gasoline,automatic,4WD,358500,355,4.8,16,1550000
16489,Kia,Sorento    ,KR,Makhachkala,gasoline,automatic,FWD,170000,175,2.4,12,1690000
16490,Lexus,GX470    ,JP,Makhachkala,gasoline,automatic,4WD,270000,270,4.7,19,2850000
16491,Ford,Focus    ,USA,Makhachkala,gasoline,robot,FWD,128000,125,1.6,8,1150000
16492,Lexus,LX570    ,JP,Makhachkala,gasoline,automatic,4WD,195000,367,5.7,11,5200000
16493,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,20218,106,1.6,5,1158000
16494,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,44013,106,1.6,5,1099000
16495,Toyota,Camry    ,JP,Makhachkala,gasoline,automatic,FWD,327000,277,3.5,14,1330000
16496,Mercedes-Benz,S-Class    ,DE,Makhachkala,gasoline,automatic,4WD,202000,306,3.5,13,1770000
16497,Volkswagen,Jetta    ,DE,Makhachkala,gasoline,manual,FWD,310000,105,1.6,9,1100000
16498,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,195922,106,1.6,6,1099000
16499,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,62854,106,1.6,4,1065000
16500,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,37504,106,1.6,6,1159000
16501,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,125957,122,1.8,6,1040000
16502,Ford,Focus    ,USA,Makhachkala,gasoline,robot,FWD,148468,105,1.6,10,950000
16503,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,125719,106,1.6,6,1199000
16504,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,111314,106,1.6,4,1260000
16505,Renault,Kaptur    ,FR,Makhachkala,gasoline,manual,4WD,131,143,2,7,1495000
16506,Lexus,LS400    ,JP,Makhachkala,gasoline,automatic,RWD,308000,250,4,32,365000
16507,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,25219,106,1.6,3,1279000
16508,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,35258,106,1.6,3,1319000
16509,Honda,Elysion    ,JP,Makhachkala,gasoline,automatic,FWD,81000,250,3,17,850000
16510,Audi,A6    ,DE,Makhachkala,gasoline,automatic,4WD,320000,255,3.1,18,1200000
16511,Hyundai,Sonata    ,KR,Makhachkala,gasoline,automatic,FWD,156000,274,2,12,900000
16512,Toyota,Land Cruiser   ,JP,Makhachkala,gasoline,automatic,4WD,160000,309,4.6,7,7050000
16513,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,74655,106,1.6,6,894000
16514,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,146754,106,1.6,5,900000
16515,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,101548,106,1.6,5,1329000
16516,Mercedes-Benz,GLK-Class    ,DE,Makhachkala,gasoline,automatic,4WD,200000,231,3,13,1800000
16517,Mitsubishi,Delica D:5   ,JP,Makhachkala,gasoline,CVT,4WD,215000,170,2.4,14,1450000
16518,BMW,3-Series    ,DE,Makhachkala,gasoline,automatic,RWD,226000,150,2,24,650000
16519,Opel,Zafira    ,DE,Makhachkala,gasoline,manual,FWD,260000,140,1.8,16,670000
16520,Hyundai,Solaris    ,KR,Makhachkala,gasoline,manual,FWD,378000,123,1.6,9,720000
16521,Chery,Tiggo 8 Pro Max ,CN,Makhachkala,gasoline,robot,4WD,10000,197,2,2,3100000
16522,Toyota,Camry    ,JP,Makhachkala,gasoline,automatic,FWD,108000,181,2.5,7,2500000
16523,Hyundai,Sonata    ,KR,Makhachkala,gasoline,manual,FWD,230000,131,2,20,420000
16524,Mercedes-Benz,B-Class    ,DE,Makhachkala,gasoline,CVT,FWD,200000,116,1.7,17,580000
16525,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,64421,113,1.6,4,1206100
16526,Hyundai,Solaris    ,KR,Makhachkala,gasoline,manual,FWD,277000,123,1.6,11,850000
16527,Volkswagen,Polo    ,DE,Makhachkala,gasoline,automatic,FWD,68000,110,1.6,4,1800000
16528,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,135678,106,1.6,8,845000
16529,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,132914,106,1.6,7,834000
16530,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,123368,106,1.6,3,1221000
16531,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,119683,106,1.6,5,979000
16532,Lexus,RX300    ,JP,Makhachkala,gasoline,automatic,4WD,115000,238,2,6,4600000
16533,Kia,Ceed    ,KR,Makhachkala,gasoline,manual,FWD,183000,204,1.6,8,1550000
16534,Audi,Q5    ,DE,Makhachkala,diesel,robot,4WD,242000,240,3,15,1500000
16535,Nissan,Qashqai    ,JP,Makhachkala,gasoline,CVT,4WD,140000,144,2,10,1725000
16536,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,91788,113,1.6,4,1105000
16537,Hyundai,Accent    ,KR,Makhachkala,gasoline,manual,FWD,242615,106,1.6,16,550000
16538,Mitsubishi,Pajero    ,JP,Makhachkala,gasoline,automatic,4WD,270000,250,3.8,17,1600000
16539,BMW,5-Series    ,DE,Makhachkala,gasoline,manual,RWD,270000,192,2.5,22,350000
16540,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,75169,106,1.6,8,1015000
16541,Audi,A4    ,DE,Makhachkala,gasoline,CVT,FWD,301000,211,2,14,1500000
16542,Kia,Rio    ,KR,Makhachkala,gasoline,automatic,FWD,98000,123,1.6,6,1550000
16543,Kia,K5    ,KR,Makhachkala,gasoline,automatic,FWD,27000,150,2,3,2450000
16544,Toyota,Land Cruiser Prado  ,JP,Makhachkala,gasoline,automatic,4WD,277000,282,4,11,3250000
16545,Mitsubishi,Pajero    ,JP,Makhachkala,gasoline,automatic,4WD,198000,250,3.8,13,2150000
16546,Chery,Bonus 3 - A19 ,CN,Makhachkala,gasoline,manual,FWD,158000,109,1.5,10,650000
16547,Audi,A3    ,DE,Makhachkala,gasoline,robot,FWD,93000,150,1.4,7,2000000
16548,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,22940,106,1.6,4,1139999
16549,Infiniti,QX80    ,JP,Makhachkala,gasoline,automatic,4WD,180000,405,5.6,7,4200000
16550,Lada,Vesta    ,RUS,Voronezh,gasoline,CVT,FWD,87742,113,1.6,3,1389000
16551,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,81037,106,1.6,3,1030000
16552,Lada,Vesta    ,RUS,Voronezh,gasoline,manual,FWD,9573,90,1.6,1,1420000
16553,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,80000,106,1.6,3,1400000
16554,Volkswagen,Polo    ,DE,Makhachkala,gasoline,manual,FWD,180000,105,1.6,12,830000
16555,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,99758,106,1.6,5,899000
16556,Skoda,Rapid    ,CZ,Makhachkala,gasoline,manual,FWD,263000,90,1.6,6,870000
16557,Lexus,ES250    ,JP,Makhachkala,gasoline,automatic,FWD,134000,200,2.5,6,3370000
16558,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,54000,106,1.6,3,1200000
16559,Toyota,Carina E   ,JP,Makhachkala,gasoline,manual,FWD,330000,107,1.6,32,185000
16560,Cadillac,Escalade    ,USA,Makhachkala,gasoline,automatic,4WD,210000,409,6.2,16,1900000
16561,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,153499,106,1.6,8,810000
16562,Toyota,Land Cruiser   ,JP,Makhachkala,gasoline,automatic,4WD,270000,288,4.7,13,4000000
16563,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,85600,106,1.6,5,950000
16564,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,74940,106,1.6,6,999660
16565,Hyundai,Solaris    ,KR,Makhachkala,gasoline,automatic,FWD,29000,123,1.6,4,1750000
16566,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,165000,106,1.6,4,720000
16567,Hyundai,Solaris    ,KR,Makhachkala,gasoline,automatic,FWD,78300,100,1.4,4,1350000
16568,BMW,5-Series    ,DE,Makhachkala,gasoline,manual,RWD,453000,193,2.8,26,670000
16569,Volkswagen,Golf Plus   ,DE,Makhachkala,gasoline,robot,FWD,125000,102,1.6,14,820000
16570,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,CVT,FWD,16400,113,1.6,2,2355000
16571,Mercedes-Benz,E-Class    ,DE,Makhachkala,gasoline,automatic,RWD,345000,224,3.2,22,950000
16572,Daewoo,Matiz    ,KR,Makhachkala,gasoline,manual,FWD,208380,51,0.8,23,175000
16573,Lexus,RX270    ,JP,Makhachkala,gasoline,automatic,FWD,106500,188,2.7,11,2330000
16574,Mercedes-Benz,S-Class    ,DE,Makhachkala,gasoline,automatic,RWD,270000,394,6,27,680000
16575,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,118327,106,1.6,5,1049000
16576,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,80375,106,1.6,5,860999
16577,Volkswagen,Polo    ,DE,Makhachkala,gasoline,automatic,FWD,180000,110,1.6,7,870000
16578,Opel,Astra    ,DE,Makhachkala,gasoline,manual,FWD,208000,140,1.8,13,690000
16579,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,45000,106,1.6,3,2000000
16580,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,CVT,FWD,18560,113,1.6,4,1399000
16581,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,82044,106,1.6,8,970000
16582,Kia,K5    ,KR,Makhachkala,gasoline,automatic,FWD,3100,194,2.5,1,3550000
16583,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,63354,106,1.6,4,1320000
16584,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,132920,106,1.6,3,989620
16585,Hyundai,Santa Fe   ,KR,Makhachkala,gasoline,automatic,4WD,115000,188,2.4,5,2900000
16586,Mercedes-Benz,C-Class    ,DE,Makhachkala,gasoline,automatic,RWD,176000,184,1.8,11,1250000
16587,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,38080,106,1.6,4,1430000
16588,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,159600,106,1.6,4,1049000
16589,Lada,Vesta    ,RUS,Yekaterinburg,gasoline,manual,FWD,62131,106,1.6,4,1179000
16590,Mazda,Mazda3    ,JP,Makhachkala,gasoline,automatic,FWD,178000,105,1.6,17,615000
16591,BMW,5-Series    ,DE,Makhachkala,gasoline,manual,RWD,413000,192,2.5,23,600000
